"title","lat","lng","www","conduse"
"Comune di Castelnovo di Sotto","44,81150331272420","10,56369249037980","http://www.comune.castelnovo-di-sotto.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035015-001"
"Comune di Valmozzola","44,5686","9,884708","http://www.comune.valmozzola.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034044-001"
"Comune di Villanova sull'Arda","45,0387846","10,0083463","http://www.comune.villanova.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033046-001"
"Comune di Crespellano","44,51366505667370","11,12831087968380","http://www.comune.crespellano.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037023-001"
"Comune di Castel San Giovanni","45,0585026","9,4340429","http://www.comune.castelsangiovanni.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033013-001"
"Comune di Casalfiumanese","44,29762393815610","11,61686120860210","http://www.casalfiumanese.provincia.bologna.it","http://dati.emilia-romagna.it/id/ibc/condition/037012-001"
"Musei civici di Imola","44,35542107262760","11,71228686592360","http://www.comune.imola.bo.it/museicomunali/","http://dati.emilia-romagna.it/id/ibc/condition/037032-002"
"Servizio Biblioteche e Archivio storico del Comune di Castel San Pietro Terme","44,42292657924770","11,51703541711250","http://www.cspietro.it","http://dati.emilia-romagna.it/id/ibc/condition/037020-001"
"Comune di Formigine","44,57635921910710","10,84103839738060","http://www.comune.formigine.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036015-001"
"Comune di Premilcuore","43,97916035848750","11,78049954751560","http://www.comune.premilcuore.fc.it","http://dati.emilia-romagna.it/id/ibc/condition/040033-001"
"Comune di Luzzara","44,96017067722170","10,68594424719070","http://www.comune.luzzara.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035026-001"
"Comune di Viano","44,54600294675950","10,62508543117730","http://comune.viano.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035044-001"
"Comune di Besenzone","44,98773454597070","9,95917005930292","http://www.comune.besenzone.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033003-001"
"Biblioteca comunale Antonio Baldini di Santarcangelo di Romagna","44,06305802496630","12,44718189800540","http://www.biblioteca.comune.santarcangelo.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099018-001"
"Comune di Monte Colombo","43,92061774173680","12,55244574575250",,"http://dati.emilia-romagna.it/id/ibc/condition/099007-001"
"Comune di Pavullo nel Frignano","44,33952776585130","10,83395126683380","http://www.comune.pavullo-nel-frignano.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036030-001"
"Comune di Borgonovo Val Tidone","45,01786580244290","9,44644731485715","http://www.comune.borgonovo.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033006-001"
"Comune di Fanano","44,20736354830300","10,79511705015440","http://www.comune.fanano.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036011-001"
"Comune di Goro","44,85370905638850","12,30274989546820","http://www.comune.goro.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038025-001"
"Comune di Ferriere","44,64528017382270","9,49862894613319","http://www.comune.ferriere.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033020-001"
"Comune di Ravarino","44,72367599887660","11,10016494967840","http://www.comune.ravarino.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036034-001"
"Comune di Boretto","44,90628159931400","10,55385910727120","http://www.comune.boretto.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035005-001"
"Comune di Cesenatico","44,20139376384830","12,39781334875580","http://www.comune.cesenatico.fc.it","http://dati.emilia-romagna.it/id/ibc/condition/040008-001"
"Biblioteca comunale di Castello d'Argile","44,68270717720840","11,29685006322200","http://www.comune.castello-d-argile.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037017-001"
"Comune di Camugnano","44,16888610984770","11,08744301190220","http://www.comune.camugnano.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037010-001"
"Comune di Camugnano","44,16888610984770","11,08744301190220","http://www.comunecamugnano.gov.it","http://dati.emilia-romagna.it/id/ibc/condition/037010-001"
"Museo storico minerario Sulphur di Perticara","43,90690191656560","12,22313858400800","http://www.sulphur.it","http://dati.emilia-romagna.it/id/ibc/condition/099023-002"
"Comune di Sarmato","45,06140352334600","9,49136615427948","http://www.comune.sarmato.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033042-001"
"Comune di Castel Guelfo di Bologna","44,43185445999740","11,67867330035070","http://www.comune.castelguelfo.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037016-001"
